track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist
Hold Up,"['WHIPPED CREAM', 'Big Freedia', 'UNIIQU3', 'Moore Kismet']","['5CMaNobmJYgXcfiT0zYOwi', '2gyv1akuIB9fQvXoGSPaJr', '5aR8qSaApKChlZvzB0Jfpx', '50uPj85gZxHFuFOlNBnnr5']",49,"['5CMaNobmJYgXcfiT0zYOwi', '2gyv1akuIB9fQvXoGSPaJr', '5aR8qSaApKChlZvzB0Jfpx', '50uPj85gZxHFuFOlNBnnr5']",6AxBhyZDlChhX1lNDGCf0P,2022-01-28,0.784,0.871,1,-2.902,0,0.239,0.00736,0.234,0.0833,0.303,129.903,audio_features,6AxBhyZDlChhX1lNDGCf0P,124096,4,169596,203,4
Paradise,"['HoneyLuv', 'Hugo Cantarra', 'OMEM']","['1sl3gVNz3Nxd4poA8f76sl', '7bI21Y9xsFRFVtt3cWf73n', '6PEbhxAoBVdvwWFGwDmfoN']",52,"['1sl3gVNz3Nxd4poA8f76sl', '7bI21Y9xsFRFVtt3cWf73n', '6PEbhxAoBVdvwWFGwDmfoN']",6S8QooXikGI3RqJcarCcrY,2021-12-03,0.802,0.644,2,-11.245,1,0.0476,0.00312,0.637,0.183,0.335,124.022,audio_features,6S8QooXikGI3RqJcarCcrY,174677,4,9656,124,3
In Da Getto,"['J Balvin', 'Skrillex']","['1vyhD5VmyZ7KMfW5gqLgo5', '5he5w2lnU9x7JFhnwcekXX']",84,"['1vyhD5VmyZ7KMfW5gqLgo5', '5he5w2lnU9x7JFhnwcekXX']",63aj87TQG6F3RVO5nbG2VQ,2021-07-02,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,audio_features,63aj87TQG6F3RVO5nbG2VQ,131067,4,40369787,175,2
Sweet Talker,"['Years & Years', 'Galantis']","['5vBSrE1xujD2FXYRarbAXc', '4sTQVOfp9vEMCemLw50sbu']",76,"['5vBSrE1xujD2FXYRarbAXc', '4sTQVOfp9vEMCemLw50sbu']",6FRxFke9VsjXmibGgSeKki,2021-11-24,0.429,0.905,10,-2.93,1,0.0512,0.228,0,0.0714,0.659,121.025,audio_features,6FRxFke9VsjXmibGgSeKki,176930,4,5010006,156,2
I Wish (feat. Mabel),"['Joel Corry', 'Mabel']","['6DgP9otnZw5z6daOntINxp', '1MIVXf74SZHmTIp4V4paH4']",81,"['6DgP9otnZw5z6daOntINxp', '1MIVXf74SZHmTIp4V4paH4']",0YORgvqP1MotwCnDZzOwII,2021-10-29,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,audio_features,0YORgvqP1MotwCnDZzOwII,181728,4,1773847,159,2
Paper Walls,"['Rezz', 'Metric']","['4aKdmOXdUKX07HVd3sGgzw', '1rCIEwPp5OnXW0ornlSsRl']",62,"['4aKdmOXdUKX07HVd3sGgzw', '1rCIEwPp5OnXW0ornlSsRl']",3p7bWzqLgmHc172MBh7Vd2,2021-11-19,0.558,0.744,9,-6.103,1,0.033,0.00846,0.0029,0.346,0.194,97.945,audio_features,3p7bWzqLgmHc172MBh7Vd2,219561,4,1045836,132,2
This Time,['Nina Kraviz'],['1oZmFNkGAT93yD1xX4vTRE'],55,['1oZmFNkGAT93yD1xX4vTRE'],21KH3KOkTjqPM0lCoba0UC,2021-11-26,0.804,0.68,9,-7.969,0,0.0556,0.17,0.279,0.0648,0.854,125.0,audio_features,21KH3KOkTjqPM0lCoba0UC,213120,4,359306,52,1
Somebody To Use,['Alesso'],['4AVFqumd2ogHFlRbKIjp1t'],68,['4AVFqumd2ogHFlRbKIjp1t'],2CMGiyYO8H8GhPwS73LL13,2021-11-19,0.604,0.792,0,-4.5,0,0.0866,0.113,1.88e-05,0.149,0.289,119.953,audio_features,2CMGiyYO8H8GhPwS73LL13,154032,4,3761710,80,1
2gether,['Mura Masa'],['5Q81rlcTFh3k6DQJXPdsot'],64,['5Q81rlcTFh3k6DQJXPdsot'],4dzBqc5t2GWJKpGqUoTbrU,2021-11-26,0.768,0.374,1,-5.552,1,0.0586,0.455,0.000226,0.245,0.229,91.903,audio_features,4dzBqc5t2GWJKpGqUoTbrU,191075,4,594698,68,1
Lights Out,"['Fred again..', 'Romy', 'HAAi']","['4oLeXFyACqeem2VImYeBFe', '3X2DdnmoANw8Rg8luHyZQb', '0pkLgeB9j465x1QB2kRoy4']",68,"['4oLeXFyACqeem2VImYeBFe', '3X2DdnmoANw8Rg8luHyZQb', '0pkLgeB9j465x1QB2kRoy4']",5UatawMsGULDVG2h8wE1KS,2022-01-20,0.596,0.814,9,-8.481,1,0.056,0.00118,0.00286,0.102,0.255,133.203,audio_features,5UatawMsGULDVG2h8wE1KS,288349,4,142738,183,3
Worst Case,"['3LAU', 'CXLOE']","['4YLQaW1UU3mrVetC8gNkg5', '6M25WWmNO7wK1DnKmd3z6R']",64,"['4YLQaW1UU3mrVetC8gNkg5', '6M25WWmNO7wK1DnKmd3z6R']",3zbbRebB1rzlXJgq7Ufn8V,2021-10-08,0.629,0.809,6,-5.775,0,0.0339,0.00463,0.0347,0.205,0.177,122.975,audio_features,3zbbRebB1rzlXJgq7Ufn8V,178049,4,365745,116,2
I Wonder (feat. Shai),"['Frank Walker', 'MOTi', 'Shai']","['6rcE30MaP92XafelMNZ2Sq', '1vo8zHmO1KzkuU9Xxh6J7W', '4fXKzFtrAGS3gGyM0BKoKq']",60,"['6rcE30MaP92XafelMNZ2Sq', '1vo8zHmO1KzkuU9Xxh6J7W', '4fXKzFtrAGS3gGyM0BKoKq']",1aRdoiTy948hSqKI4bEyvJ,2021-12-10,0.534,0.817,11,-4.863,1,0.103,0.18,5.07e-05,0.488,0.351,124.023,audio_features,1aRdoiTy948hSqKI4bEyvJ,158547,4,315552,181,3
Give It to Me,['Matt Sassari'],['21dVknSLCsK37cWozWDZZS'],66,['21dVknSLCsK37cWozWDZZS'],6joEpIEWpZYrezVvqrbvxy,2021-06-04,0.838,0.664,6,-8.126,1,0.0484,0.00132,0.035,0.131,0.545,126.047,audio_features,6joEpIEWpZYrezVvqrbvxy,210000,4,21262,55,1
Do It To It,"['ACRAZE', 'Cherish']","['4pnp4w9g30yLfVIAFnZMRd', '1c70yCa8sRgIiQxl3HOEFo']",96,"['4pnp4w9g30yLfVIAFnZMRd', '1c70yCa8sRgIiQxl3HOEFo']",20on25jryn53hWghthWWW3,2021-08-20,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,157890,4,540640,162,2
Strangers (with Mansionair),"['Dom Dolla', 'Mansionair']","['205i7E8fNVfojowcQSfK9m', '4qOzMSukiZoiSjPQw8Zs7s']",63,"['205i7E8fNVfojowcQSfK9m', '4qOzMSukiZoiSjPQw8Zs7s']",5nBqvq3hUl8n6HtKtwNphW,2021-11-18,0.633,0.891,8,-6.463,0,0.0311,0.0296,0.778,0.116,0.427,126.022,audio_features,5nBqvq3hUl8n6HtKtwNphW,217390,4,290696,126,2
Check Out,"['J. Worra', 'Leo Stannard']","['4q0N3EI67tVnAeeaXbNQIj', '37fzXndf2fxVrk7qarhyo0']",63,"['4q0N3EI67tVnAeeaXbNQIj', '37fzXndf2fxVrk7qarhyo0']",2n6qz4opcJlHsEpI8030YM,2021-11-05,0.814,0.675,10,-6.761,0,0.042,0.00577,0.0818,0.0956,0.776,125.0,audio_features,2n6qz4opcJlHsEpI8030YM,174138,4,45539,114,2
Player Of Games,['Grimes'],['053q0ukIDRgzwTr4vNSwab'],71,['053q0ukIDRgzwTr4vNSwab'],1aL6wkVeoR41DqDpVN7Gl2,2021-12-03,0.54,0.925,9,-4.79,0,0.0363,3.22e-05,0.00102,0.172,0.13,130.943,audio_features,1aL6wkVeoR41DqDpVN7Gl2,245542,4,1589710,74,1
Real Love (feat. Aleyna Tilki),"['Dillon Francis', 'Aleyna Tilki']","['5R3Hr2cnCCjt220Jmt2xLf', '4ckLjJztj53Ifid7WHweBn']",46,"['5R3Hr2cnCCjt220Jmt2xLf', '4ckLjJztj53Ifid7WHweBn']",7BxIvkfVSgoUUlDcBVff61,2021-10-05,0.738,0.793,10,-4.313,0,0.0685,0.0496,8.48e-05,0.0522,0.555,124.012,audio_features,7BxIvkfVSgoUUlDcBVff61,135266,4,1794124,129,2
You Could Be,"['Anz', 'George Riley']","['1Ysz8yMgr4g1Ol3l1m3yOt', '76rh78p0cww0l4OqgKabLQ']",61,"['1Ysz8yMgr4g1Ol3l1m3yOt', '76rh78p0cww0l4OqgKabLQ']",56tNMHvbcFPvYiDxA7xROH,2021-08-31,0.712,0.818,7,-5.162,0,0.0368,0.0123,0.141,0.0499,0.52,124.012,audio_features,56tNMHvbcFPvYiDxA7xROH,218024,4,12948,97,2
It Ain't Right,['Shane Codd'],['2s7Oijd4mFGgEkhYJtf3sJ'],67,['2s7Oijd4mFGgEkhYJtf3sJ'],0lrctx5G3InbHwNO5JyFfL,2021-11-05,0.676,0.896,0,-3.706,0,0.0425,0.0414,6.41e-06,0.0519,0.316,125.997,audio_features,0lrctx5G3InbHwNO5JyFfL,208084,4,12408,62,1
Lauren,['Oden & Fatzo'],['2YEnrpAWWaNRFumgde1lLH'],69,['2YEnrpAWWaNRFumgde1lLH'],33tYADyL2aZctrvR59K1bQ,2021-10-08,0.702,0.912,9,-8.687,0,0.0652,0.0773,0.309,0.0926,0.957,128.018,audio_features,33tYADyL2aZctrvR59K1bQ,200551,4,9463,55,1
Horizon,['ARTBAT'],['3BkRu2TGd2I1uBxZKddfg1'],64,['3BkRu2TGd2I1uBxZKddfg1'],7Mqdzo9NcZLUwTAoyV2AeE,2021-11-05,0.647,0.66,5,-10.309,0,0.0405,0.0331,0.914,0.665,0.0174,124.023,audio_features,7Mqdzo9NcZLUwTAoyV2AeE,464516,4,199194,63,1
You Give Me A Feeling,"['Vintage Culture', 'James Hype']","['28uJnu5EsrGml2tBd7y8ts', '43BxCL6t4c73BQnIJtry5v']",72,"['28uJnu5EsrGml2tBd7y8ts', '43BxCL6t4c73BQnIJtry5v']",1YKp8PG1DEQJ0hLc2CJGO8,2021-11-12,0.761,0.867,2,-6.168,1,0.0499,0.259,0.615,0.0689,0.679,126.03,audio_features,1YKp8PG1DEQJ0hLc2CJGO8,185896,4,1706154,146,2
Anywhere With You,"['Afrojack', 'Lucas & Steve', 'DubVision']","['4D75GcNG95ebPtNvoNVXhz', '5wwneIFdawNgQ7GvKK29Z3', '3XINWZaloea97SIRiyTJxX']",56,"['4D75GcNG95ebPtNvoNVXhz', '5wwneIFdawNgQ7GvKK29Z3', '3XINWZaloea97SIRiyTJxX']",5MxKAr6Ui5hQ9TtjdnlmrR,2021-09-30,0.596,0.743,6,-4.149,1,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,audio_features,5MxKAr6Ui5hQ9TtjdnlmrR,158807,4,4495778,213,3
Signals,"['Regard', 'Kwabs']","['4ofCBoyEiGSePFAG500xev', '0r0KdmVS1Er3kaFnl1KPog']",73,"['4ofCBoyEiGSePFAG500xev', '0r0KdmVS1Er3kaFnl1KPog']",3Zs7UPRJeoy3uycdPHVfwv,2021-10-29,0.741,0.76,5,-5.359,0,0.0447,0.415,4.27e-06,0.095,0.588,120.01,audio_features,3Zs7UPRJeoy3uycdPHVfwv,167999,4,322556,139,2
Reason,['PinkPantheress'],['78rUTD7y6Cy67W1RVzYs7t'],66,['78rUTD7y6Cy67W1RVzYs7t'],0REGWAoURfSLQe5hQhlsKK,2021-10-15,0.543,0.833,5,-6.548,0,0.0582,0.0065,0.0746,0.1,0.281,167.183,audio_features,0REGWAoURfSLQe5hQhlsKK,131907,4,995718,76,1
Rosewood,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],64,['0cmWgDlu9CwTgxPhf403hb'],3MOhipHFUkGpS0rV7cKrJO,2021-10-06,0.757,0.637,10,-9.451,0,0.0432,0.0668,0.485,0.191,0.429,121.009,audio_features,3MOhipHFUkGpS0rV7cKrJO,242773,4,1207773,72,1
Make It Good,['Jauz'],['5ttgIeUVka6FLyi00Uu5h8'],61,['5ttgIeUVka6FLyi00Uu5h8'],1jfd5UYYNB8LEYGtHkP1tM,2021-10-08,0.835,0.88,7,-7.972,1,0.104,0.0246,0.165,0.0688,0.752,122.036,audio_features,1jfd5UYYNB8LEYGtHkP1tM,159344,4,365451,65,1
After You (feat. Calle Lehmann),"['Gryffin', 'Jason Ross', 'Calle Lehmann']","['2ZRQcIgzPCVaT9XKhXZIzh', '6CCTvLyIHqUhY6VQizt150', '2QeNM65b7IWvK4Ofcqz8cm']",70,"['2ZRQcIgzPCVaT9XKhXZIzh', '6CCTvLyIHqUhY6VQizt150', '2QeNM65b7IWvK4Ofcqz8cm']",6DiogHhtwkVgUHUDUJVuXV,2021-10-27,0.511,0.804,4,-3.808,1,0.0433,0.0619,0,0.0873,0.484,145.055,audio_features,6DiogHhtwkVgUHUDUJVuXV,224570,4,825399,199,3
Cut Me Loose - Edit,"['Jethro Heston', 'Max Marshall']","['1Qj4wPnd5DKW7TXALK7Xfj', '7ppllgzNRgrnOjYbsyDzO6']",68,"['1Qj4wPnd5DKW7TXALK7Xfj', '7ppllgzNRgrnOjYbsyDzO6']",0dSTbC1TcahlWOZV5C5OhI,2021-07-16,0.416,0.802,11,-4.221,1,0.0471,0.0225,0.0541,0.039,0.739,121.967,audio_features,0dSTbC1TcahlWOZV5C5OhI,202128,4,11708,111,2
Cherry - Spotify Singles,['Doss'],['7bQLFALIEawxhkyFiiLVhM'],55,['7bQLFALIEawxhkyFiiLVhM'],7H5X2cvqCTJ8C8loGvMRDN,2021-11-10,0.789,0.67,5,-8.346,0,0.0438,0.00306,0.207,0.0518,0.938,130.057,audio_features,7H5X2cvqCTJ8C8loGvMRDN,180923,4,17514,48,1
O Retha,"['LP Giobbi', 'Crush Club']","['3oKnyRhYWzNsTiss5n4Z1J', '3xxRhjD7z41Q0hnNEjIifc']",58,"['3oKnyRhYWzNsTiss5n4Z1J', '3xxRhjD7z41Q0hnNEjIifc']",132fXaozCi3EKmNgTnWmiW,2021-10-08,0.703,0.968,9,-2.851,0,0.0619,0.0124,0.442,0.0461,0.499,123.988,audio_features,132fXaozCi3EKmNgTnWmiW,228407,4,16576,104,2
Forbidden Feelingz,['Nia Archives'],['7BMR0fwtEvzGtK4rNGdoiQ'],59,['7BMR0fwtEvzGtK4rNGdoiQ'],0wrs5ucXutScEWOhdWdGBB,2021-10-14,0.513,0.799,8,-7.363,0,0.14,0.13,0.23,0.179,0.552,108.43,audio_features,0wrs5ucXutScEWOhdWdGBB,166356,5,12922,53,1
Love Vibration,['ESSEL'],['2ucdZN7GyBGxIKHIzksnXc'],60,['2ucdZN7GyBGxIKHIzksnXc'],5B2Fil0dJNfob1W8gpL5E4,2021-10-08,0.773,0.903,11,-5.279,1,0.0417,0.00171,0.617,0.0476,0.762,123.926,audio_features,5B2Fil0dJNfob1W8gpL5E4,180488,4,3422,49,1
Midnight Rapture,['Anabel Englund'],['3ky8xBRraNNzxzXEw6Ga0c'],60,['3ky8xBRraNNzxzXEw6Ga0c'],1c5sVhqoQvLHTXTYJTb98i,2021-09-17,0.689,0.897,11,-6.703,0,0.0436,0.00074,0.0017,0.224,0.33,117.984,audio_features,1c5sVhqoQvLHTXTYJTb98i,197648,4,26752,61,1
What You've Done To Me (feat. Bemendé),"['KREAM', 'Millean.', 'Bemendé']","['0DdDnziut7wOo6cAYWVZC5', '6t39nKNQpLjO5HNannzNfz', '0c7d29gRcEyNSzLLNcnCiq']",69,"['0DdDnziut7wOo6cAYWVZC5', '6t39nKNQpLjO5HNannzNfz', '0c7d29gRcEyNSzLLNcnCiq']",2k9kWgFLCiAeRBTmwlGbAv,2021-09-24,0.7,0.911,10,-5.414,0,0.056,0.0137,0.65,0.163,0.545,123.996,audio_features,2k9kWgFLCiAeRBTmwlGbAv,166598,4,188934,176,3
What You Like,"['Logic1000', 'yunè pinku']","['2EFsfh1zewsSWhDINv7j1I', '2sY4BbYrbvNVgsNzo6HddD']",58,"['2EFsfh1zewsSWhDINv7j1I', '2sY4BbYrbvNVgsNzo6HddD']",0h6ENY9kDXxfbbfnX3onPR,2021-09-09,0.794,0.543,6,-9.63,1,0.0519,0.0398,0.783,0.0858,0.598,124.009,audio_features,0h6ENY9kDXxfbbfnX3onPR,193893,4,20266,95,2
Kiss of Life,"['Kylie Minogue', 'Jessie Ware']","['4RVnAU35WRWra6OZ3CbbMA', '5Mq7iqCWBzofK39FBqblNc']",57,"['4RVnAU35WRWra6OZ3CbbMA', '5Mq7iqCWBzofK39FBqblNc']",0JbDY6lEgRxtb7f5v6xv8Y,2021-10-29,0.694,0.822,7,-6.124,1,0.0643,0.0387,8.51e-05,0.0503,0.749,123.922,audio_features,0JbDY6lEgRxtb7f5v6xv8Y,193720,4,2091890,141,2
Last Thought (feat. MKLA),"['Sonny Fodera', 'Vintage Culture', 'MKLA']","['39B7ChWwrWDs7zXlsu3MoP', '28uJnu5EsrGml2tBd7y8ts', '57Vnemieu10x71jR2UWc4o']",65,"['39B7ChWwrWDs7zXlsu3MoP', '28uJnu5EsrGml2tBd7y8ts', '57Vnemieu10x71jR2UWc4o']",1tZC1ktebdhQSlhnFSetLk,2021-10-01,0.711,0.656,11,-8.262,0,0.0308,0.00762,0.398,0.121,0.0914,124.005,audio_features,1tZC1ktebdhQSlhnFSetLk,238585,4,1729184,214,3
GOOD PUSS,['COBRAH'],['1AHswQqsDNmu1xaE8KpBne'],63,['1AHswQqsDNmu1xaE8KpBne'],26WSeuKeWZNwKARvZNIrUc,2021-03-24,0.872,0.646,5,-6.994,1,0.0486,0.0889,0.553,0.133,0.346,125.017,audio_features,26WSeuKeWZNwKARvZNIrUc,220224,4,47696,54,1
Fireworks,['Qrion'],['0bGDTQ78MVgI5Snqo9KJZw'],52,['0bGDTQ78MVgI5Snqo9KJZw'],0mogpLJRPJTCCdy5yV9qhl,2021-10-29,0.669,0.884,6,-6.431,1,0.036,0.00619,0.821,0.0775,0.426,125.02,audio_features,0mogpLJRPJTCCdy5yV9qhl,264698,4,26357,50,1
Red Lights,"['Lane 8', 'Emmit Fenn']","['27gtK7m9vYwCyJ04zz0kIb', '3VVLqeEqQQqTgT8YhfY9Z6']",62,"['27gtK7m9vYwCyJ04zz0kIb', '3VVLqeEqQQqTgT8YhfY9Z6']",4CXjBd66mtIoIXDwVi8H0B,2022-01-21,0.655,0.58,5,-12.046,1,0.0376,0.507,0.719,0.0881,0.076,124.014,audio_features,4CXjBd66mtIoIXDwVi8H0B,211936,4,425016,136,2
Road,"['Lane 8', 'Arctic Lake']","['27gtK7m9vYwCyJ04zz0kIb', '0IEPb9ily3E5IAYMSkwtQ6']",67,"['27gtK7m9vYwCyJ04zz0kIb', '0IEPb9ily3E5IAYMSkwtQ6']",6kckNpuM5oXZrObLExRg6d,2020-01-10,0.689,0.514,11,-12.803,1,0.0383,0.512,0.449,0.0952,0.0963,121.985,audio_features,6kckNpuM5oXZrObLExRg6d,238033,4,332070,130,2
Stay,['EMBRZ'],['1abeK6nTH1bQUmfhyfSpPh'],59,['1abeK6nTH1bQUmfhyfSpPh'],3CPtYeDdgUqysXDpbEABFb,2021-09-03,0.823,0.441,1,-11.72,1,0.0551,0.288,0.895,0.0615,0.18,121.985,audio_features,3CPtYeDdgUqysXDpbEABFb,233000,4,39167,56,1
Salta,['Sultan + Shepard'],['14Tg9FvbNismPR1PJHxRau'],59,['14Tg9FvbNismPR1PJHxRau'],5L8R2cyft2HfQ1IlfVAbcz,2021-03-12,0.653,0.604,7,-10.177,0,0.0327,0.0448,0.908,0.255,0.0768,119.98,audio_features,5L8R2cyft2HfQ1IlfVAbcz,222250,4,67835,62,1
Watermelon Wormhole,['Lane 8'],['27gtK7m9vYwCyJ04zz0kIb'],62,['27gtK7m9vYwCyJ04zz0kIb'],0kDXSB7nn4QBSdQqmEJpEm,2022-01-21,0.479,0.6,8,-10.767,0,0.037,0.668,0.957,0.115,0.1,124.949,audio_features,0kDXSB7nn4QBSdQqmEJpEm,353280,4,293663,70,1
Closer,['Lane 8'],['27gtK7m9vYwCyJ04zz0kIb'],60,['27gtK7m9vYwCyJ04zz0kIb'],6o30i136QpwWOL2v98cSAd,2022-01-21,0.511,0.587,0,-11.284,1,0.028,0.565,0.885,0.063,0.241,100.013,audio_features,6o30i136QpwWOL2v98cSAd,312000,4,293663,70,1
Moving With U,['EMBRZ'],['1abeK6nTH1bQUmfhyfSpPh'],57,['1abeK6nTH1bQUmfhyfSpPh'],3szcc1UdqwvNwYtgIjbBL3,2021-03-18,0.8,0.816,2,-8.687,1,0.0438,0.143,0.939,0.112,0.152,119.969,audio_features,3szcc1UdqwvNwYtgIjbBL3,224000,4,39167,56,1
MO,['Le Youth'],['1Zz6NBe8UIZjm88TvehFtx'],57,['1Zz6NBe8UIZjm88TvehFtx'],5ozStnkHfqXVroea7vLCpX,2021-02-25,0.632,0.824,10,-8.358,0,0.0367,3.65e-05,0.868,0.0861,0.0798,117.996,audio_features,5ozStnkHfqXVroea7vLCpX,268274,4,79250,62,1
Leave You,"['Einmusik', 'Lexer', 'Jyll']","['1LXTXZjheh25pXMEUT9iC1', '2vDXLZ9mI3CdTPPIzFUKlY', '255QhVPytbdcbgCbHJ5rNe']",57,"['1LXTXZjheh25pXMEUT9iC1', '2vDXLZ9mI3CdTPPIzFUKlY', '255QhVPytbdcbgCbHJ5rNe']",5AcCFMfAjIxq07cibmttEo,2021-04-16,0.673,0.84,1,-7.564,1,0.0349,0.0197,0.234,0.0865,0.529,119.991,audio_features,5AcCFMfAjIxq07cibmttEo,234005,4,129535,145,3
5am,['Massane'],['0cjvrTtv350Ls87eGY80iz'],55,['0cjvrTtv350Ls87eGY80iz'],15OVDVrLMRIZsqnT0Kkhgg,2021-06-04,0.591,0.798,6,-7.806,1,0.0297,0.00853,0.743,0.368,0.264,124.018,audio_features,15OVDVrLMRIZsqnT0Kkhgg,195484,3,9231,54,1
Collide,"['Made in Paris', 'Kaleida']","['7ejF235eYuh8PlQDLaJy0N', '6zyPKJ4ePhYLsBEy4A6BVX']",56,"['7ejF235eYuh8PlQDLaJy0N', '6zyPKJ4ePhYLsBEy4A6BVX']",6Uo2SNpj5lzFXfNsSaoE85,2021-09-16,0.667,0.612,11,-14.007,1,0.0364,0.355,0.72,0.093,0.0728,125.997,audio_features,6Uo2SNpj5lzFXfNsSaoE85,275370,4,75392,95,2
I'll Wait,"['Lane 8', 'Channy Leaneagh']","['27gtK7m9vYwCyJ04zz0kIb', '7KplcRAeeymaXY0iqrrbjo']",58,"['27gtK7m9vYwCyJ04zz0kIb', '7KplcRAeeymaXY0iqrrbjo']",1bBglCIHeIwR78kJXJzkZo,2022-01-21,0.617,0.807,0,-9.83,1,0.0378,0.0164,0.695,0.0927,0.124,125.004,audio_features,1bBglCIHeIwR78kJXJzkZo,224554,4,294031,124,2
More Than You Ever Know,"['Sultan + Shepard', 'Angela McCluskey']","['14Tg9FvbNismPR1PJHxRau', '5AlIxbb8HarTSm2tdA5F0x']",56,"['14Tg9FvbNismPR1PJHxRau', '5AlIxbb8HarTSm2tdA5F0x']",0HWt1VRBM1b6beVmcjPxIH,2021-12-09,0.629,0.739,9,-7.014,0,0.0357,0.0892,0.557,0.105,0.0674,121.984,audio_features,0HWt1VRBM1b6beVmcjPxIH,296803,4,80043,117,2
Not Alone - OCULA Remix,"['Massane', 'OCULA']","['0cjvrTtv350Ls87eGY80iz', '2VzzhmEHXT4nGim8nBw4ij']",53,"['0cjvrTtv350Ls87eGY80iz', '2VzzhmEHXT4nGim8nBw4ij']",1oy8h3GJbmVn8JA1AedBpW,2021-07-09,0.563,0.496,6,-13.598,0,0.0657,0.609,0.923,0.117,0.039,115.026,audio_features,1oy8h3GJbmVn8JA1AedBpW,242087,4,16049,100,2
Beyond Beliefs,['Ben Böhmer'],['5tDjiBYUsTqzd0RkTZxK7u'],61,['5tDjiBYUsTqzd0RkTZxK7u'],0SbDNXZYqfsMarINcb72X5,2021-07-07,0.652,0.602,1,-13.98,1,0.0338,0.709,0.942,0.186,0.0399,124.012,audio_features,0SbDNXZYqfsMarINcb72X5,313587,4,255427,69,1
Closure,"['Massane', 'Benjamin Roustaing']","['0cjvrTtv350Ls87eGY80iz', '5soL2yvcsjVjFBaAF4gcdI']",54,"['0cjvrTtv350Ls87eGY80iz', '5soL2yvcsjVjFBaAF4gcdI']",4fAOR4ky2Rb9mn2uV5Me8O,2021-06-04,0.574,0.803,5,-7.207,0,0.032,0.313,0.547,0.0939,0.0952,123.986,audio_features,4fAOR4ky2Rb9mn2uV5Me8O,228448,4,11010,96,2
GLY,['Catching Flies'],['4zAOqBfNLyWFvj1e3yvypJ'],64,['4zAOqBfNLyWFvj1e3yvypJ'],6yGNvSOyCZvNOCtHs3hfrH,2021-04-21,0.669,0.563,5,-10.437,0,0.0357,0.25,0.917,0.142,0.394,119.974,audio_features,6yGNvSOyCZvNOCtHs3hfrH,220623,4,56587,60,1
Breathe,['Arctic Lake'],['0IEPb9ily3E5IAYMSkwtQ6'],54,['0IEPb9ily3E5IAYMSkwtQ6'],5ag0L0xkUGJrkXmalqOfho,2022-01-14,0.596,0.329,7,-12.009,0,0.0687,0.757,1.69e-06,0.147,0.144,113.617,audio_features,5ag0L0xkUGJrkXmalqOfho,196052,4,38407,60,1
Demons - Massane Remix,"['Jerro', 'Sophia Bel', 'Massane']","['1WHFu22zN1C6F11Z1rt12K', '6WJnpSVDynCWGrhJcSQIm6', '0cjvrTtv350Ls87eGY80iz']",62,"['1WHFu22zN1C6F11Z1rt12K', '6WJnpSVDynCWGrhJcSQIm6', '0cjvrTtv350Ls87eGY80iz']",5f4qquwjZzEXIdua2FId7b,2020-12-17,0.66,0.497,2,-9.892,0,0.0327,0.487,0.0358,0.0884,0.131,121.959,audio_features,5f4qquwjZzEXIdua2FId7b,243177,4,28698,157,3
Pearly,['Polar Inc.'],['5r2fdrpH44S8EdFXO4jWfI'],53,['5r2fdrpH44S8EdFXO4jWfI'],6XvmW43JX9tnzqeOWp8QIn,2021-09-14,0.758,0.466,7,-13.443,0,0.0639,0.857,0.913,0.105,0.0595,122.008,audio_features,6XvmW43JX9tnzqeOWp8QIn,239016,4,3451,45,1
One Day,['Falden'],['6O5LAkus9iGG1vvMGu5mDo'],54,['6O5LAkus9iGG1vvMGu5mDo'],2wwlAcqUIcvHNi3w2YWkZv,2020-12-03,0.713,0.7,11,-8.913,0,0.0549,0.0834,0.133,0.114,0.0827,122.984,audio_features,2wwlAcqUIcvHNi3w2YWkZv,167805,4,2770,51,1
Ocean Liners,"['Zoe Reijue', 'Saive']","['1u2Q2N54HeeqBWncVUrqtF', '66sSc9LMhJkUdiEu7LTytJ']",52,"['1u2Q2N54HeeqBWncVUrqtF', '66sSc9LMhJkUdiEu7LTytJ']",4tnMh8E6WvK81ZhJ6IcFSR,2021-08-02,0.754,0.59,11,-10.707,0,0.0771,0.16,0.914,0.141,0.157,96.003,audio_features,4tnMh8E6WvK81ZhJ6IcFSR,366895,4,1730,80,2
Sleeptalking,"['EMBRZ', 'Emily Nance']","['1abeK6nTH1bQUmfhyfSpPh', '10piV0XBjZRajqgaa8tZP1']",54,"['1abeK6nTH1bQUmfhyfSpPh', '10piV0XBjZRajqgaa8tZP1']",1crCLgOulu6LnP22sd2rX2,2021-09-03,0.565,0.265,1,-12.96,1,0.0372,0.768,0.769,0.113,0.281,129.901,audio_features,1crCLgOulu6LnP22sd2rX2,208500,4,39434,96,2
